SampleName,Anaerotignum_lactatifermentans_DSM_14214_strainDSM_14214,Bacteroides_caecimuris_strainI48,Bacteroides_coprocola_DSM_17136_strainDSM_17136,Bacteroides_coprophilus_DSM_18228__JCM_13818_strainDSM_18228,Bacteroides_dorei_CL03T12C01_strainCL03T12C01,Bacteroides_fluxus_YIT_12057_strainYIT_12057,Bacteroides_fragilis_638R_strain638R,Bacteroides_pectinophilus_ATCC_43243_strainATCC_43243,Bacteroides_plebeius_DSM_17135_strainDSM_17135,Bacteroides_thetaiotaomicron_strain7330,Bacteroides_vulgatus_strainmpk,Blautia_hansenii_DSM_20583_strainDSM_20583,Blautia_obeum_ATCC_29174_strainATCC_29174,Blautia_sp_N6H115_strainKCTC_15426,Clostridiales_bacterium_CCNA10_strainCCNA10,Clostridium_glycyrrhizinilyticum_JCM_13369_strainJCM_13369,Coprococcus_comes_ATCC_27758_strainATCC_27758,Dorea_formicigenerans_ATCC_27755_strainATCC_27755,Dorea_longicatena_DSM_13814_strainDSM_13814,Eubacterium_hallii,Eubacterium_ramulus_ATCC_29099_strainATCC_29099,Eubacterium_rectale_ATCC_33656_strainATCC_33656,Faecalibacterium_prausnitzii_strainA2165,Faecalicatena_contorta_strain2789STDY5834876,Fournierella_massiliensis_strainAM2,Fusicatenibacter_saccharivorans_strain2789STDY5608849,Lachnospiraceae_bacterium_Choco86_strainChoco86,Lachnospiraceae_bacterium_GAM79_strainGAM79,Parabacteroides_johnsonii_CL02T12C29_strainCL02T12C29,Roseburia_faecis_strain2789STDY5608863,Roseburia_hominis_A2183_strainA2183,Roseburia_inulinivorans_DSM_16841_strainDSM_16841,Ruminococcus_faecis_JCM_15917_strainJCM_15917,Ruminococcus_gnavus_AGR2154_strainAGR2154,Ruminococcus_lactaris_ATCC_29176_strainATCC_29176,Ruminococcus_torques_ATCC_27756_strainATCC_27756,Tyzzerella_nexilis_DSM_1787_strainDSM_1787
DRR127776,0.00017125378057821557,0.004399854933317921,0.02113509874459375,0.009417596351733386,0.10234730910154925,0.007956439413243517,0.0006627291232935483,0.0038698057717547877,0.023109030012995888,0.002447565657298105,0.11985347197023495,0.011999347568242487,0.016143534325525316,0.0015863104083407215,0.004695499160484615,0.0011025576011472354,0.005139244002368493,0.004375054926808004,0.0007153721701296374,0.002646657201727746,0.0058432350774640035,0.00803334197747389,0.13071356285542024,0.0009748885345255087,0.0016145099241544978,0.009540746282460339,0.0016042297944377445,0.005417869365221813,0.0005619408592892736,0.42670716460159747,0.0066047295268697685,0.007030352551758408,0.008791909242181907,0.028729634933100608,0.0025949679368475176,0.0006993053479690239,0.010763878963860378
DRR127777,0.0002790270221219264,0.0016014303047086702,0.007490706149370369,0.008144359854797235,0.006126451317210793,0.006126880802726736,0.0006553583118641158,0.002569529163064348,0.31536880209494766,0.0015320906515654768,0.05131515593130216,0.0021492867267406623,0.051950843483046225,0.0016730249521055142,0.0021508603099641456,0.0018058098704843545,0.040574551695583654,0.0074393143693328445,0.017661607656953557,0.015153731854598916,0.016543639629491222,0.013190173499471531,0.08729191480031495,0.0003227803208622535,0.0004776473202586761,0.13531183552747578,0.0034273951167781915,0.014806384276175791,0.0067350780231101815,0.07596609421147957,0.0022389380469766875,0.010379383405659366,0.007353754221925791,0.008269083115900031,0.06721365594489688,0.003215454122132977,0.005487965894600875
DRR162775,0.0001395986103251572,0.027710416409514663,0.0122540707792021,0.03254797840615508,0.2625943987200067,0.015455331704009551,0.0021825742306236747,0.0010814082419824884,0.06682604794725978,0.018999814418622273,0.4101065544968869,0.0006885872796532721,0.0007395513937572314,0.00012265478382104494,0.0009663420462600958,0.00033800899584536585,0.0019309206978131033,0.0007442391699172058,0.00013513992063166058,0.00023184727439875475,0.0003411811466602954,0.004247256391197775,0.001405092682970429,0.0002271964033094993,0.0001459615761105369,0.007065036715501576,0.0004992336498222773,0.00225896851219414,0.04288136576990491,0.06004856528869893,0.002893057096221444,0.011002233651989305,0.003146101084388506,0.004477276195114509,0.0011723623686753638,0.00016299797861431834,0.00223062796193999
DRR162776,0.0003237756687629913,0.030090934972950487,0.14522045388665958,0.04312070713753214,0.494365846564701,0.005797612029956193,0.01773941411158731,0.00019844772655088988,0.01846215758040181,0.03812740647090475,0.018715123724999554,0.0005989299122256818,0.004902472795062674,0.0007755785108398713,0.000406514343946417,0.0013357950679214758,0.0018599960712846184,0.0017082871168960037,0.0005262712709296024,0.03436800127058679,0.00044717945831833307,0.0006734150827656791,0.00027331883900796243,0.00025190872515009586,5.2279700960583325e-05,0.0008131307962385163,0.0004940067948262115,0.001257191295027293,0.02866616351690706,0.07181611102556462,0.0025821251835664713,0.003191195041189816,0.0009176823340612832,0.011563767232543288,0.0005103768686166152,0.01519264431309885,0.0026537775574574252
DRR171467,0.00017351297673982069,0.004543240876756693,0.0019366717213375735,0.0001327547315507222,0.0002646205555738471,0.000816935936836421,0.007159264578888122,0.0033436745768746163,0.0008609292843968461,0.0054744464081111326,0.00022470181702216008,0.00721979301116515,0.013333306454651058,0.030119444011836808,0.0004061587325951297,0.012488521647362456,0.035614906254716236,0.0020476790587399467,0.0010162227776490107,0.004325225825043189,0.021774738650670724,0.06282832187215118,0.009619042417399288,0.00028629282687712434,0.02210767042797851,0.0042212234681490695,0.004202321740907965,0.02279405512836373,0.0001347354016993013,0.004585766104204598,0.003011536593220671,0.0019690089690195737,0.0037250413929466636,0.5274446149349362,0.0015812518131325748,0.001760554395102895,0.17645181262539292
DRR171469,0.0008825421268432188,0.006458818473323101,0.042437130983619856,0.01076943629519823,0.010132125807558791,0.015646988819108507,0.002374949453098119,0.002956787073442223,0.020351868925035137,0.019647875736768773,0.014060366193876149,0.0009751919302083385,0.023543885667526927,0.00101418447577701,0.01909390284143825,0.0033071198913653985,0.0044228459818761575,0.003199743322261195,0.0014841654150464189,0.002829683336723426,0.005536506053263021,0.1393312235161511,0.19567085592553438,0.001104610543412264,0.001117923111804497,0.10316429978348372,0.003550388248442953,0.013024122020195346,0.05717578165865852,0.029529632542976438,0.004527899943930203,0.1979315487470464,0.004820120567675287,0.008966162164283056,0.0019511903460478171,0.0003985057077376387,0.026609616369262065
DRR171474,0.000690411740080174,0.04203418899384746,0.08661150013591265,0.046933791782706805,0.030467204980563878,0.03812442583596846,0.026171151824235715,0.0012818771360827207,0.10082993459282867,0.008941083958226945,0.2660087612645269,0.0009924885347958293,0.0029006803855891657,0.001689642895588081,0.0019283687508654505,0.003682615405925744,0.0008981729802557069,0.006296974427338849,0.00021495220548224778,0.00044570405321175765,0.0009258829504354309,0.0020604134259962596,0.01903588056176637,0.0011809942813234735,0.0003185236158572292,0.0007042577223931696,0.0013845165098722463,0.007754224877919096,0.06956791966322387,0.03298770497821964,0.0008154423707262234,0.1554269341770245,0.0013717596969652212,0.010008900350794077,0.0007107256802375396,0.0015913824417096683,0.02701060481150297
DRR171477,0.00014987030673152614,0.04635533316335557,0.03650135867715512,0.0001180292842660359,0.01895497171853861,0.007143955634717607,0.0012608798179355233,0.0015293685576313386,0.0294720758976377,0.01093115475585505,0.2793356581781375,0.005124264645795046,0.02039607711858702,0.0027901703288871356,0.013098655720702452,0.0039055746100609898,0.04874469485866473,0.05554285074416634,0.035951048616537806,0.03239813175604345,0.03112199105155294,0.005274419864240476,0.009264065912494011,0.0029538223840501533,0.0005177266782586037,0.04420731920952013,0.012292815164637653,0.006303091408714088,0.04960251937613506,0.002168153216450137,0.006567499876536696,0.001732769487776238,0.012478598345091813,0.010007849813630879,0.13618990427959868,0.0017947399883982845,0.017818589551507752
DRR171479,0.0015512809198301876,0.01926399528933,0.04503662408924247,0.0253174868696064,0.4274423857901778,0.008596114015729994,0.023635944390366013,0.0008102836631094805,0.012496695267810488,0.03598631580739549,0.012714098889290633,0.0015787139491300881,0.004898350421329471,0.0035002180915511775,0.006035115306348533,0.003998511671696608,0.0030772928025446125,0.002772843779404698,0.0007137848689792753,0.004154117025697103,0.001809943147037939,0.0012358611551797694,0.07269034696005383,0.0037670952006304045,0.0008639322549450197,0.003988841978454682,0.002742394961659377,0.0032814979523842257,0.026668518288719512,0.002481276088040155,0.0022833481027715544,0.002338284072204109,0.003515096694602667,0.10689642348006326,0.001627591333745563,0.08300409762882861,0.03722527779210869
DRR171487,0.00085248234251054,0.01621841832835689,0.07764713821170115,0.0485156619916853,0.27716131472180194,0.005166044339737095,0.003066544180843034,0.002201714835055241,0.015145587295485305,0.004859507817587332,0.09644624327708896,0.0009357099290211807,0.0031776977159980696,0.00015798543750026434,0.005593485862223951,0.001813796252159757,0.011090000362626027,0.0014428204411495,0.0007065475274400619,0.0013846377084575754,0.0011806426345507414,0.004624570756064073,0.16965185700767746,0.0005146295753982407,0.0017367097345725086,0.0030568360285426924,0.0012156376273459656,0.08531329545786792,0.05445564355244143,0.010842506547265617,0.002708762188685177,0.06873438039562597,0.017533821268171608,0.00037595168320882287,0.000895372830769538,0.0001502237928309471,0.0034258203405522405
DRR171488,0.0018847091135708528,0.0163404796604252,0.05490622117834566,0.0017923571527327896,0.37370972552340126,0.012216395857829786,0.000886367630615113,0.0018178470272922226,0.017129190527368672,0.009309799453045062,0.012705900490235232,0.004349927951230555,0.005356630119904051,0.005892549665833669,0.009779962554716819,0.009917269270228313,0.0031096919427491855,0.0015658395485882823,0.0004328809980164114,0.004231196935472395,0.02050755219795843,0.0013430010622401396,0.006236080571653116,0.002468358654002918,0.0004668764218320365,0.01319471790699458,0.006454938789781423,0.0013629901096745315,0.06535581197663248,0.14271309889952855,0.0009113470828313531,0.0020648792614111357,0.004871256103942942,0.07321339977206273,0.0015173049787107363,0.041402107071714093,0.0685813365374273
DRR171497,0.0003440284945006794,0.01998903612867815,0.4186221855334073,0.009359807158823886,0.040585167521555214,0.010823877193106724,0.0028707206525942037,0.0014219704739230747,0.038674227424197447,0.0099843101144202,0.1899976597878114,0.0006136785872362729,0.002856834366781905,0.00022169271836137774,0.017208121725424498,0.0004918703071292849,0.004212690780645808,0.00415465280285183,0.002469586915765348,0.0026056206924745034,0.004045541258732521,0.03710382236731957,0.04160509999762158,0.0005268142695563875,0.0006972117866137598,0.006023570426867307,0.0016493764836959268,0.04456052931073675,0.0009969255449853688,0.029119525933155265,0.016309169783824042,0.01649126251511427,0.01398322911337941,0.0009564479441359968,0.0007129652230180013,0.004293032197311752,0.00341773646424304
DRR171499,0.0010174354471212577,0.012456343886470933,0.06249897437300512,0.023462078574053084,0.38633250856749596,0.013509357867666744,0.0009979836500814264,0.002289063956760634,0.05962173345148531,0.0352290208158805,0.05616179750713476,0.0005586992651992781,0.0054100893090434565,0.0005869072350748244,0.018395276988236852,0.0009474948131806481,0.010219138645559131,0.008299546207576844,0.008274719714462362,0.0015137316117354118,0.0029014396970254482,0.013295062135291634,0.047702599867149226,0.0009547393983575647,0.000929042778130477,0.012305190323960569,0.0011509407207835746,0.0965181200258361,0.011439942648985846,0.0077455452498154526,0.02580357204468798,0.056685007679728755,0.006831615941068606,0.0008650123345540924,0.0008040622635967318,0.0027677528146796844,0.003518452189123715
DRR171500,0.0014887059738742919,0.02570170938796003,0.05656100375786938,0.025608297629534458,0.28453702033942313,0.007279947274011036,0.00029496152442406477,0.003230388167054305,0.04444660786657846,0.0036342671643301338,0.009582999145223805,0.0007622109186127032,0.01601608089885828,0.00025432672188437485,0.00477907341703707,0.0006424685314497512,0.0014937749910780844,0.0009253566860035709,0.0010758551562842053,0.0007829648497482824,0.0013188163941729076,0.07799352816289588,0.1320384434499756,0.0011253082253627695,0.0015821949739550471,0.02674079058938061,0.000576400803078498,0.09461612330000581,0.0396299791097252,0.08673302915613222,0.0091968414910811,0.025358519691839172,0.0024895781118828377,0.0022588370507802534,0.0005644031100551328,0.0016098944918492189,0.007069291486588337
DRR171503,0.03577108152425174,0.013144490290121087,0.02492851597244621,0.004913081006791905,0.08196645708543154,0.006768790447826592,0.006529946244198429,0.0010872624906236431,0.002122158782062422,0.06786715485460842,0.42703109171427184,0.0004923316216538278,0.006024496483086195,0.0015678179438594884,0.0649127376446868,0.00238707645417673,0.0013617133896270696,0.0011245798514129255,0.013933824161026304,0.016899745595115128,0.003841114090693748,0.0012170574078375859,0.0024478562813866895,0.0005878126113550197,0.004516254957584795,0.00894118834218499,0.0013128057598356959,0.003151471841455475,0.0011990927245085622,0.05184583949018128,0.0005880136979356799,0.01273040586464794,0.0017263815224054999,0.05065005903498395,0.05054485337628162,0.017005033011158122,0.006860406428284852
DRR171506,0.0003388571664993154,0.01283011679557543,0.02390620573265562,0.0035924878944941863,0.012071715187106253,0.0032011454234182964,0.0048293976083535655,0.0038931735049153884,0.3129669647512493,0.007109202670221798,0.1601838770523879,0.022089750829147596,0.0041718940663714,0.001490336711054683,0.00703238079394483,0.003202056049518751,0.006791321619069079,0.008473121754631297,0.012318564759834033,0.0009609705393004352,0.008347635614782072,0.12916655832290846,0.007291743567190647,0.0002371971832688652,0.0002640434111263435,0.006691257372679673,0.0016410511647382538,0.00334623681780868,0.0010981280375743786,0.0025687935566879178,0.004078897985129959,0.12222368560705502,0.0469412796783794,0.020962431069712448,0.001552922034866781,0.01004554970759379,0.02208904795874818
DRR171509,0.009518413364429924,0.007072414863015907,0.04626564629779396,0.0049626231953346965,0.07693303377467406,0.006728236909738972,0.002288327225717608,0.0019928560284789825,0.025752375939280057,0.016302702132533257,0.13000363789371594,0.0022313689547590674,0.07311079146013734,0.0005927368393882148,0.04519632983026785,0.002723988376100695,0.0077276610555816454,0.011138075700919016,0.016251314924645602,0.010130317074990356,0.022721285552127064,0.03451076906466967,0.07700188250482518,0.0011366524018032419,0.017512322658092806,0.06225163459979212,0.0012285880070458442,0.023780831121714016,0.11712153271326792,0.007291163796113695,0.011354223420186762,0.059216033197772626,0.01387140354364398,0.0012185297240180507,0.013775175014315688,0.020135396348788803,0.018949724490319543
DRR171513,0.00023016918327807277,0.007192501844716075,0.2225556449220825,0.009124219418488832,0.025559711977977618,0.005669320441596604,0.0005416149287336248,0.0037159257847345613,0.07689899862528628,0.012959946470980163,0.2099874816171652,0.0005314787771949976,0.009887459351557723,0.0007847681040384229,0.002681980761963443,0.0030486612372161923,0.022177478634049584,0.022578949954164772,0.014680863273377032,0.010314054832865002,0.010067990750038953,0.011476585461903324,0.043317281983546306,0.0024239484101872388,0.0008126687909340293,0.11154574918892952,0.006318439062236178,0.0236934482929271,0.002952717058749168,0.003629028359130214,0.004150434306456187,0.06855024240992033,0.04155166029346731,0.0009078716832020292,0.0016050479520360807,0.0006183867697163449,0.005257269085153071
DRR171514,0.00186100054724602,0.023392200616820662,0.04638667846469916,0.009029447726194573,0.012836029282155197,0.016528998873777102,0.001420567236591905,0.00537385496453511,0.04329752136373075,0.01018691854474465,0.28517164390790517,0.0005570625208237605,0.013319550717856864,0.00031086420305839063,0.006023716004334857,0.0013419228544715835,0.012923416615091936,0.004647191071706473,0.005983504929464541,0.0045710313405699565,0.008945805330754671,0.20978649893750756,0.10242648601584918,0.0007083803776203104,0.001800425861266821,0.025857423206146365,0.0019035676011729386,0.025601997618521572,0.0003981890628141135,0.02539362325128554,0.008658557874067425,0.06222647124571283,0.00997669507023608,0.0010090480048579244,0.0012062804374925857,0.004717285637837041,0.0042201426810782715
DRR171515,0.0032971167238341364,0.0009115709475729715,0.012895518468436203,0.003998527293824787,0.23498035196797853,0.002423618236168094,0.00011099450996422702,0.0035322738569844025,0.011865216827254669,0.003347543936063888,0.016468004286280837,0.0011982463968215034,0.011021159412523483,0.0012554465545952895,0.01086278146237781,0.0021214559571472716,0.004548818379887515,0.01397623291678517,0.016936999565179522,0.007890479264315728,0.02086647250409221,0.15266326789244034,0.14078600848443557,0.0019649976868768406,0.0009594660066246103,0.01826705892749712,0.0027063564529152,0.010185043769660932,0.021002896656907077,0.12347321080600382,0.005855075989888711,0.008307852926610423,0.09735376239675529,0.005358960974025579,0.0015292722790951109,0.018379785495393965,0.006698153786780938
DRR171517,0.0010106373028053557,0.006760806451685492,0.11980515954296336,0.006588552211183228,0.2410855295959688,0.010524543292667535,0.004236372135995675,0.0028307133099845505,0.034735150565986084,0.03167113139173268,0.14156279112155382,0.00338490605684155,0.010782446486175493,0.00028785477623783924,0.017129292294363146,0.003365538870618486,0.02928127881312847,0.004286493374003998,0.02443088598709584,0.0036454625849187735,0.0029556229755513357,0.002193471467696502,0.0501725853527033,0.001004653055724968,0.0013278070654008792,0.016131429386892885,0.0022221755561221907,0.06169043413164008,0.04517389691765501,0.04165749748559294,0.0026206103176020508,0.03528336872437239,0.015867732892152986,0.0057543155857943135,0.0009880396509099004,0.010205514292370856,0.007345298975907518
DRR171518,0.009814588867612915,0.028023774372191293,0.03782772620721517,0.005311494558487797,0.02758401809720639,0.0382386812895972,0.05950122299243523,0.000376105043582852,0.00459389280379882,0.0958783839433113,0.3176646871186822,0.0005829703155055607,0.0032287469689919156,0.0007684537532438154,0.07017433354126706,0.0006919382431635332,0.00107891223989568,0.016955610589102003,0.0075347491019802475,0.0014022784585563696,0.006839375481492312,0.0006399161624749974,0.12305895959933272,0.0002897623389570757,0.0004492917066559828,0.0018608317826088639,0.0004928824192548125,0.02379254765067478,0.04578059596282716,0.0010525890088112053,0.0013789844883811994,0.031478003805125714,0.002091229619950081,0.013064271796422808,0.0006982537971163468,0.01701568504447955,0.00278425082960699
DRR171523,0.0022489632593492076,0.022333483538691714,0.031567972958863294,0.0034357096594811376,0.20790175528568766,0.004126334095037432,0.026287949867540766,0.007713842244875334,0.019738814312409498,0.027230659055527025,0.007764508893614457,0.0026975421276009617,0.01035386515625269,0.0004542925692586855,0.011160292634755618,0.0011763244162659022,0.021623393927298055,0.011190250189794509,0.005419714527270325,0.0014707173234413153,0.0017254911604224208,0.12843820248288057,0.10197729667915223,0.0001759798572236314,0.0008838494180439752,0.04130202787679097,0.0026425836299347233,0.023275571922278946,0.005602414902811876,0.033224111972662694,0.008214280632717116,0.1361325360085215,0.06193016399598589,0.003580756246603642,0.015522083727859723,0.0048118568318972045,0.004664406611197448
DRR171525,0.0005992484743097342,0.008016848132176138,0.07314373184781288,0.1355084583366672,0.14304731710084487,0.013266098017014975,0.000582886897711831,0.001377507076479759,0.032835488678940136,0.05606794103046091,0.19886349564524927,0.0032526030184234053,0.0055764286279796444,0.0010702458781803724,0.011102442391579651,0.003262161397817509,0.0023543710042695496,0.013598274323183198,0.021526458555065374,0.04295330902827447,0.014189779025221208,0.0017859981149343856,0.04080974676124901,0.0009321700150571181,0.001606046718317118,0.006642230118737102,0.007826117972814739,0.013803763819365758,0.01210553713334006,0.043070254532887826,0.001992886224764696,0.003955122287563869,0.003385713235090035,0.06623642734132618,0.0019678355491654135,0.0006363647050687509,0.011048690982655773
DRR171527,0.001007713106372707,0.005498005172659488,0.21708093273231283,0.034011195325659924,0.009980787279331023,0.004487896917606486,0.000884998777992374,0.0028780299370652724,0.18988481158852122,0.008092973379813403,0.016447129603020843,0.004135867094231297,0.04277209260527896,0.000783640340044696,0.0033830846098370873,0.003861600047314618,0.0044787150142025795,0.020436653913009296,0.029325616307914113,0.013251127568805181,0.0018876696823011687,0.09102038115646009,0.037535561983541334,0.0005012207239329811,0.0007653985016034102,0.12534209842224842,0.0010258054648581095,0.023617324224988474,0.007071150124454647,0.04976432293454797,0.0019341154364167898,0.03457756940075965,0.0034865515848473802,0.002687339716009968,0.0008680528845360448,0.0008994016017179351,0.004333164835782312
DRR171530,0.0002820963436107253,0.005748568336618372,0.11471267797167087,0.009508556710142004,0.027852870624432504,0.00656965102353647,0.0006550344218508882,0.0004052365064711229,0.03342649406160712,0.23529753551348728,0.43912171217239787,0.0007067017811397306,0.002795577624699695,0.0011551792478583592,0.004751281936125196,0.0006393116272041615,0.001184818421492136,0.0010632209449303036,0.00027205072208580486,0.0022258812475435008,0.00045070608454249257,0.0004265481792806662,0.016700464927081632,0.000602548120828619,0.0028886681632716137,0.0016631305659013111,0.0008575457535102617,0.0012286510343999274,0.0030224930896966856,0.0006038488816657895,0.00041039494780207707,0.0005411474377257349,0.0017404586237647992,0.0734049978252705,0.00039311654504344955,0.00011480302080793408,0.006576019560502484
DRR171538,0.002214033061231382,0.009645058307632971,0.0334176985418154,0.0070487912367725855,0.09631836365465736,0.006387195309936801,0.0008988629447508381,0.005339209555620932,0.181864629172991,0.002247421699045183,0.06537404948956702,0.0009461733639085242,0.008296882522960338,0.0003339028866820794,0.012045319760766894,0.002670653745027057,0.008852935179861332,0.006141765879362694,0.006792682063632852,0.004389232006724724,0.003126567279946799,0.21220414423845127,0.04220274168763927,0.0015244515444731296,0.004703774064945964,0.016186395164536495,0.005156483367812283,0.04752401333749115,0.03398257893996107,0.03474170177161199,0.022561496156548285,0.07342176955065105,0.013359427269304638,0.0006416612067823543,0.023025729354541755,0.0009513060441742583,0.0034608986381801958
DRR171539,0.00401364662627201,0.006262817062610459,0.015091019521931173,0.03781097934660668,0.005404444176566606,0.015600614388460362,0.020207246982944908,0.0017356980654998082,0.21125579353184662,0.027569739128118997,0.003798722470924685,0.0009544873829068284,0.017628311419311527,0.0004313586336059551,0.052918115974103494,0.003682193130829733,0.0021205935683222066,0.004375241782728113,0.01633020672931322,0.0064037779475988234,0.003896255020651654,0.039444979397568414,0.07143560242100369,0.0036718494474312505,0.004731722120399262,0.032728223791239686,0.009908845509460537,0.08320636629483043,0.1337937280249562,0.00650641587045388,0.012259278949846903,0.07187637354190712,0.005379780896296788,0.0022569646493074314,0.05594926259984015,0.0034586499710767362,0.005900693623227362
DRR171543,0.0006889621218317476,0.0027080938679320725,0.03980314758930148,0.03987495828788776,0.329749638207279,0.039800557421718855,0.005677220414762381,0.003277902685960711,0.030378486813116293,0.01076699158701401,0.01316049294110277,0.0026779586667937693,0.004010362557174963,0.0016817933075314751,0.024964347412924574,0.0033489370014520986,0.009528365137217382,0.006869407953165123,0.011614734668774728,0.0035312708835723854,0.004942950685112595,0.08546368304877384,0.058298378776064814,0.00042650885803870197,0.0014268471004814233,0.02927367906109227,0.0014636639663416688,0.08467507520972097,0.04345143311762138,0.004665984849149075,0.04187040257326556,0.035927547582339264,0.005328781612701084,0.002830535260004964,0.0036566524810415103,0.006804326854658185,0.005379919437079126
DRR171545,0.008872921728347909,0.009321190042218935,0.023720060381318516,0.014417434857307296,0.12535898642021068,0.00590203358625639,0.009965756652800086,0.0018812957863323348,0.2642882760026598,0.011420852278884189,0.04913863235680296,0.006648314003880739,0.024304797229929544,0.0016628925843730166,0.023829959181466367,0.004647800620359988,0.0022508857327531995,0.013116648401911648,0.019038906072365226,0.0013247696487529723,0.009831029537807708,0.002234348413293919,0.1381363092747914,0.004399027270091575,0.01250044670282742,0.03630049091545154,0.0011119240275966424,0.03971601041795277,0.045247589709956335,0.002612785205326249,0.009398076144849561,0.02404200283654254,0.005951459525764303,0.009200984623686083,0.001605966174470361,0.015211412300650144,0.021387723350009723
DRR171546,0.00023110120526994568,0.004797550697376118,0.420283644221983,0.010188575761399544,0.011428462496137718,0.0010318319967690156,0.00011083721403502033,0.0003506840649707539,0.4067416830927644,0.0011440241289078989,0.04939758464613041,0.0003619332618920867,0.002333447537116494,0.0003515449391497765,0.009193080261191647,0.007197340210533387,0.0009104412004603411,0.0002349526599975129,0.00010327105339941394,0.003963742369982061,0.00038429574291942156,0.0016400566224835666,0.013587889774359855,0.00017554129805275913,0.0028433731905048156,0.0007990758297411025,0.0007106215520455402,0.0007890754549691505,0.010558997215539446,0.00027141526503353223,0.00024232506712790967,0.00041266374054641614,0.0008463516556446841,0.026404805211971603,0.0004199457137926738,0.00042885666989379433,0.009128976975907243
DRR171552,0.0007983208578311516,0.004985163783180628,0.04074203040260496,0.015262036712170805,0.03307514657977391,0.0035364974743868566,0.0005108140103496542,0.014326500695878111,0.01731932910288961,0.015162290114820781,0.18258098725374813,0.0002929234866999351,0.0011653823147174333,0.0007679546406802914,0.0021587185391142047,0.001638541413304235,0.001819042070731264,0.0032086962337322085,0.008884494130490516,0.0056872706714440205,0.0015418098035332411,0.005388413698216975,0.03148681435376384,0.0003030600970166708,0.0003138095227422629,0.03341952557415346,0.002049511826433168,0.0059677200020433864,0.001952065970757485,0.009782285173195928,0.0018308019099811444,0.5156240037189735,0.0074237515475307925,0.006681705201352104,0.0007729926778302586,0.008222441584163355,0.013317146849763676
DRR171555,0.027246796812234506,0.03174896244449117,0.1302697991076618,0.023146842189615942,0.039835358637067844,0.010765146391672102,0.001267376495930392,0.0021999919926061237,0.05137354867246475,0.02302641803220403,0.2850097493090987,0.0016699393704923864,0.005448021423974865,0.00031856021449775063,0.042061584525490914,0.0017865386935468686,0.0021726984329818993,0.005577488542649902,0.00278294892162553,0.006567081126874488,0.0020799430457162475,0.06252449292310865,0.01609952228330902,0.0010972045301539985,0.0013074421934778022,0.0070065022475929,0.001203230106752995,0.05019416818956773,0.08925494617785566,0.004795562137696751,0.006913253904468341,0.014200982307281765,0.011879986106554871,0.0018426917121703021,0.023903463661673525,0.00796205651186931,0.0034597006235682582
DRR171560,0.04665653545311745,0.015131025679353753,0.026122272867454572,0.007663688456962753,0.09161680090385832,0.006973711338060381,0.062087024455319606,0.000775753935599612,0.022140973976318885,0.09510355626699403,0.47630294162207426,0.0014520575444896804,0.0008107735763396762,0.000432163703774106,0.0027971814487185026,0.0017117970962818858,0.004848036780330847,0.0009507582335706402,0.00040012824031496045,0.0006406126360875937,0.0012276953366720969,0.0006450773705120038,0.0022143980077803807,0.00020585654367652156,0.0006199196479541944,0.0021172157736972165,0.0006877483007617652,0.08229307602643404,0.0173160680741273,0.0015251322970567796,0.0014245557265721279,0.0018674193146340605,0.0014894610069471586,0.01029238161978387,0.00038832303347102314,0.006755903366862264,0.004311974338035638
DRR171563,0.015060919521577405,0.013949763879763244,0.15346852847465334,0.027728781157397363,0.018630288072293524,0.027556816155948124,0.16915861976599192,0.005953471998569207,0.0790607849595074,0.050438591333449474,0.008734096428349812,0.0033003874147253327,0.00300266357193278,0.0020634901580262256,0.01666182673046042,0.01084930083391708,0.0014311937880558511,0.03351025144630112,0.0007434263386452759,0.0021328498771601887,0.00610317267012632,0.0028462484532291578,0.0957673221912072,0.004801247299875117,0.007339013272562967,0.004570641729128911,0.0011055026050560339,0.005511936068880859,0.01058320109274674,0.08477008830282116,0.007274615945094525,0.04197003579414212,0.003353855428491752,0.04707778606913451,0.0018034920444712883,0.0013886363113121242,0.03029715281499411
DRR171567,0.0012285856220032906,0.009859266090568112,0.04067198208824253,0.005232787405711474,0.029880847133324936,0.013277697341707192,0.0009385728568544701,0.004072799821737867,0.1987055481757285,0.003951104127961886,0.1602143754635326,0.0009630794265010053,0.01179883679082057,0.0004311182476632896,0.005326672731443307,0.011881821637778652,0.00825904483429936,0.010355481648540506,0.0022985040485174356,0.0005694250626329285,0.003882195819614703,0.004773922021625448,0.11391115097118226,0.0026384695420349426,0.0034409124867944025,0.010043856710619256,0.001774976295998128,0.25324877720208694,0.017067435861674713,0.021296177802871925,0.005048436847099818,0.012221745453114571,0.003487919521317742,0.0009391347011383687,0.0008731339007778388,0.018738160686463248,0.006696043620015877
DRR171568,0.0021611806020155897,0.011156628077007211,0.19918052169459866,0.030315191332292067,0.038569654999308575,0.014440608990709529,0.0014989894035891238,0.002486611555651579,0.03282093428905261,0.005532461793616121,0.01937079370238296,0.0012822720005502314,0.013851451179082219,0.0005955464370351585,0.013204074221025786,0.0006882059412115522,0.007223152130406461,0.004511359375053711,0.005800754003799848,0.0024101524014188778,0.007306506974469845,0.011464129417697068,0.17598111149023563,0.0013651090539447811,0.0048344245247168224,0.030518900290049392,0.0034751690447639315,0.16278443646592244,0.09817285746508676,0.0023378011911640976,0.026483520825978837,0.014816536433713067,0.00789680044742502,0.0018841162235344528,0.0006470427982714242,0.03858026369765005,0.004350729525568414
