Bacterial_Species,Prevalence,Cohort
Actinomyces_johnsonii,0.018867924528301886,Indian
Actinomyces_massiliensis,0.02830188679245283,Indian
Actinomyces_oris,0.10377358490566038,Indian
Actinomyces_pacaensis,0.44339622641509435,Indian
Actinomyces_sp_oral_taxon_414,0.02830188679245283,Indian
Actinomyces_sp_oral_taxon_897,0.03773584905660377,Indian
Actinomyces_timonensis,0.009433962264150943,Indian
Actinomyces_viscosus,0.009433962264150943,Indian
Acutalibacter_muris,0.41509433962264153,Indian
Adlercreutzia_equolifaciens,0.41509433962264153,Indian
Aerococcus_suis,0.009433962264150943,Indian
Aeromonas_rivipollensis,0.009433962264150943,Indian
Aeromonas_salmonicida,0.03773584905660377,Indian
Aeromonas_sp_ASNIH7,0.018867924528301886,Indian
Aeromonas_veronii,0.009433962264150943,Indian
Agathobaculum_desmolans,0.9622641509433962,Indian
Aggregatibacter_actinomycetemcomitans,0.009433962264150943,Indian
Aggregatibacter_aphrophilus,0.2169811320754717,Indian
Aggregatibacter_segnis,0.36792452830188677,Indian
Agrobacterium_rhizogenes,0.009433962264150943,Indian
Akkermansia_glycaniphila,0.04716981132075472,Indian
Akkermansia_muciniphila,0.5660377358490566,Indian
Alcanivorax_hongdengensis,0.018867924528301886,Indian
Alcanivorax_pacificus,0.018867924528301886,Indian
Alistipes_finegoldii,0.9056603773584906,Indian
Alistipes_ihumii,0.6226415094339622,Indian
Alistipes_indistinctus,0.5754716981132075,Indian
Alistipes_inops,0.4339622641509434,Indian
Alistipes_megaguti,0.9716981132075472,Indian
Alistipes_obesi,0.8962264150943396,Indian
Alistipes_putredinis,0.9622641509433962,Indian
Alistipes_senegalensis,0.9716981132075472,Indian
Alistipes_shahii,0.9528301886792453,Indian
Alistipes_timonensis,0.6698113207547169,Indian
Alkalibacter_saccharofermentans,0.04716981132075472,Indian
Alkaliphilus_metalliredigens,0.009433962264150943,Indian
Alkalitalea_saponilacus,0.009433962264150943,Indian
Alkanindiges_illinoisensis,0.009433962264150943,Indian
Allisonella_histaminiformans,0.7641509433962265,Indian
Allobaculum_stercoricanis,0.02830188679245283,Indian
Alloprevotella_rava,0.330188679245283,Indian
Alloprevotella_tannerae,0.5283018867924528,Indian
Alloscardovia_criceti,0.07547169811320754,Indian
Alloscardovia_omnicolens,0.018867924528301886,Indian
Altererythrobacter_sp_NS1,0.009433962264150943,Indian
Alterileibacterium_massiliense,0.8113207547169812,Indian
Aminobacterium_colombiense,0.009433962264150943,Indian
Amphritea_atlantica,0.02830188679245283,Indian
Amphritea_japonica,0.03773584905660377,Indian
Anaerobiospirillum_succiniciproducens,0.11320754716981132,Indian
Anaerobium_acetethylicum,0.04716981132075472,Indian
Anaerobutyricum_hallii,0.9716981132075472,Indian
Anaerococcus_lactolyticus,0.009433962264150943,Indian
Anaerococcus_obesiensis,0.11320754716981132,Indian
Anaerococcus_pacaensis,0.018867924528301886,Indian
Anaerococcus_prevotii,0.009433962264150943,Indian
Anaerococcus_tetradius,0.009433962264150943,Indian
Anaerococcus_vaginalis,0.009433962264150943,Indian
Anaerocolumna_aminovalerica,0.16037735849056603,Indian
Anaerocolumna_xylanovorans,0.009433962264150943,Indian
Anaerofustis_stercorihominis,0.0660377358490566,Indian
Anaeroglobus_geminatus,0.08490566037735849,Indian
Anaeromassilibacillus_senegalensis,0.22641509433962265,Indian
Anaerorhabdus_furcosa,0.009433962264150943,Indian
Anaerosporobacter_mobilis,0.08490566037735849,Indian
Anaerostipes_caccae,0.18867924528301888,Indian
Anaerostipes_hadrus,0.9716981132075472,Indian
Anaerotignum_lactatifermentans,0.8773584905660378,Indian
Anaerotignum_neopropionicum,0.7452830188679245,Indian
Anaerotignum_propionicum,0.04716981132075472,Indian
Anaerotruncus_colihominis,0.9056603773584906,Indian
Anaerotruncus_rubiinfantis,0.3018867924528302,Indian
Anaerovibrio_lipolyticus,0.03773584905660377,Indian
Anaerovorax_odorimutans,0.02830188679245283,Indian
Andreesenia_angusta,0.09433962264150944,Indian
Angelakisella_massiliensis,0.9528301886792453,Indian
Arabia_massiliensis,0.11320754716981132,Indian
Arcobacter_bivalviorum,0.0660377358490566,Indian
Arcobacter_butzleri,0.009433962264150943,Indian
Arcobacter_lekithochrous,0.018867924528301886,Indian
Arsenophonus_endosymbiont_of_Aleurodicus_dispersus,0.009433962264150943,Indian
Asaccharospora_irregularis,0.1320754716981132,Indian
Atlantibacter_hermannii,0.02830188679245283,Indian
Atopobium_deltae,0.14150943396226415,Indian
Atopobium_fossor,0.009433962264150943,Indian
Atopobium_minutum,0.018867924528301886,Indian
Atopobium_parvulum,0.22641509433962265,Indian
Atopobium_rimae,0.14150943396226415,Indian
Atopobium_vaginae,0.2358490566037736,Indian
Aurantimicrobium_sp_MWH-Mo1,0.009433962264150943,Indian
Avibacterium_paragallinarum,0.009433962264150943,Indian
Avibacterium_volantium,0.009433962264150943,Indian
Bacillus_acidiproducens,0.009433962264150943,Indian
Bacillus_amyloliquefaciens,0.009433962264150943,Indian
Bacillus_andreraoultii,0.02830188679245283,Indian
Bacillus_cereus,0.03773584905660377,Indian
Bacillus_coagulans,0.02830188679245283,Indian
Bacillus_rubiinfantis,0.05660377358490566,Indian
Bacillus_velezensis,0.009433962264150943,Indian
Bacteroidales_bacterium_CF,0.16037735849056603,Indian
Bacteroides_barnesiae,0.9245283018867925,Indian
Bacteroides_caccae,0.9528301886792453,Indian
Bacteroides_caecimuris,0.9905660377358491,Indian
Bacteroides_cellulosilyticus,0.9339622641509434,Indian
Bacteroides_coprocola,1.0,Indian
Bacteroides_coprophilus,1.0,Indian
Bacteroides_coprosuis,0.8113207547169812,Indian
Bacteroides_dorei,0.9716981132075472,Indian
Bacteroides_faecichinchillae,0.8679245283018868,Indian
Bacteroides_fluxus,0.9811320754716981,Indian
Bacteroides_fragilis,0.9811320754716981,Indian
Bacteroides_graminisolvens,0.1792452830188679,Indian
Bacteroides_helcogenes,0.6415094339622641,Indian
Bacteroides_heparinolyticus,0.8207547169811321,Indian
Bacteroides_ihuae,0.03773584905660377,Indian
Bacteroides_luti,0.018867924528301886,Indian
Bacteroides_neonati,0.3584905660377358,Indian
Bacteroides_nordii,0.8584905660377359,Indian
Bacteroides_ovatus,0.9905660377358491,Indian
Bacteroides_paurosaccharolyticus,0.20754716981132076,Indian
Bacteroides_pectinophilus,1.0,Indian
Bacteroides_plebeius,1.0,Indian
Bacteroides_propionicifaciens,0.02830188679245283,Indian
Bacteroides_pyogenes,0.7641509433962265,Indian
Bacteroides_reticulotermitis,0.4339622641509434,Indian
Bacteroides_salanitronis,0.9622641509433962,Indian
Bacteroides_salyersiae,0.9622641509433962,Indian
Bacteroides_stercoris,0.9905660377358491,Indian
Bacteroides_thetaiotaomicron,1.0,Indian
Bacteroides_uniformis,1.0,Indian
Bacteroides_vulgatus,1.0,Indian
Bacteroides_zoogleoformans,0.9150943396226415,Indian
Bariatricus_massiliensis,0.7075471698113207,Indian
Barnesiella_intestinihominis,0.8679245283018868,Indian
Barnesiella_viscericola,0.9150943396226415,Indian
Bavariicoccus_seileri,0.018867924528301886,Indian
Beduini_massiliensis,0.009433962264150943,Indian
Bergeyella_zoohelcum,0.009433962264150943,Indian
Bibersteinia_trehalosi,0.04716981132075472,Indian
Bifidobacterium_adolescentis,0.9716981132075472,Indian
Bifidobacterium_aesculapii,0.04716981132075472,Indian
Bifidobacterium_angulatum,0.839622641509434,Indian
Bifidobacterium_animalis,0.2169811320754717,Indian
Bifidobacterium_biavatii,0.49056603773584906,Indian
Bifidobacterium_bifidum,0.7830188679245284,Indian
Bifidobacterium_breve,0.6886792452830188,Indian
Bifidobacterium_callitrichos,0.03773584905660377,Indian
Bifidobacterium_catenulatum,1.0,Indian
Bifidobacterium_cuniculi,0.04716981132075472,Indian
Bifidobacterium_dentium,0.3584905660377358,Indian
Bifidobacterium_gallicum,0.03773584905660377,Indian
Bifidobacterium_gallinarum,0.27358490566037735,Indian
Bifidobacterium_indicum,0.009433962264150943,Indian
Bifidobacterium_lemurum,0.05660377358490566,Indian
Bifidobacterium_longum,0.9433962264150944,Indian
Bifidobacterium_magnum,0.03773584905660377,Indian
Bifidobacterium_minimum,0.0660377358490566,Indian
Bifidobacterium_pseudocatenulatum,0.9622641509433962,Indian
Bifidobacterium_pseudolongum,0.1509433962264151,Indian
Bifidobacterium_reuteri,0.11320754716981132,Indian
Bifidobacterium_saguini,0.1509433962264151,Indian
Bifidobacterium_scardovii,0.1509433962264151,Indian
Bifidobacterium_stellenboschense,0.4056603773584906,Indian
Bifidobacterium_subtile,0.11320754716981132,Indian
Bifidobacterium_thermophilum,0.19811320754716982,Indian
Bifidobacterium_tsurumiense,0.009433962264150943,Indian
Bilophila_wadsworthia,0.8113207547169812,Indian
Bittarella_massiliensis,0.8679245283018868,Indian
Blattabacterium_cuenoti,0.009433962264150943,Indian
Blautia_coccoides,0.2169811320754717,Indian
Blautia_hansenii,0.9245283018867925,Indian
Blautia_hydrogenotrophica,0.8301886792452831,Indian
Blautia_obeum,1.0,Indian
Blautia_producta,0.4056603773584906,Indian
Blautia_schinkii,0.7264150943396226,Indian
Blautia_sp_N6H1-15,0.8962264150943396,Indian
Blautia_sp_YL58,0.22641509433962265,Indian
Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri,0.009433962264150943,Indian
Bosea_robiniae,0.009433962264150943,Indian
Brachybacterium_paraconglomeratum,0.009433962264150943,Indian
Brachyspira_pilosicoli,0.08490566037735849,Indian
Brevibacterium_linens,0.009433962264150943,Indian
Brevinema_andersonii,0.03773584905660377,Indian
Brevundimonas_diminuta,0.009433962264150943,Indian
Brevundimonas_sp_DS20,0.018867924528301886,Indian
Brevundimonas_sp_GW460-12-10-14-LB2,0.03773584905660377,Indian
Brevundimonas_subvibrioides,0.009433962264150943,Indian
Brevundimonas_vesicularis,0.018867924528301886,Indian
Brevundimonas_viscosa,0.009433962264150943,Indian
Brochothrix_thermosphacta,0.009433962264150943,Indian
Buchnera_aphidicola,0.02830188679245283,Indian
Budvicia_aquatica,0.009433962264150943,Indian
Bulleidia_extructa,0.09433962264150944,Indian
Burkholderia_pseudomultivorans,0.009433962264150943,Indian
Burkholderiales_bacterium_YL45,0.0660377358490566,Indian
Butyricicoccus_pullicaecorum,0.9056603773584906,Indian
Butyricimonas_faecalis,0.9811320754716981,Indian
Butyricimonas_synergistica,0.37735849056603776,Indian
Butyrivibrio_crossotus,0.9905660377358491,Indian
Butyrivibrio_fibrisolvens,0.1320754716981132,Indian
Butyrivibrio_hungatei,0.10377358490566038,Indian
Butyrivibrio_proteoclasticus,0.1509433962264151,Indian
Caecibacter_massiliensis,0.7358490566037735,Indian
Caldicoprobacter_oshimai,0.018867924528301886,Indian
Caloramator_australicus,0.009433962264150943,Indian
Caloramator_mitchellensis,0.009433962264150943,Indian
Campylobacter_concisus,0.10377358490566038,Indian
Campylobacter_gracilis,0.04716981132075472,Indian
Campylobacter_hominis,0.24528301886792453,Indian
Campylobacter_hyointestinalis,0.009433962264150943,Indian
Campylobacter_jejuni,0.10377358490566038,Indian
Campylobacter_lari,0.009433962264150943,Indian
Campylobacter_showae,0.009433962264150943,Indian
Campylobacter_subantarcticus,0.018867924528301886,Indian
Campylobacter_upsaliensis,0.009433962264150943,Indian
Campylobacter_ureolyticus,0.018867924528301886,Indian
Candidatus_Annandia_adelgestsuga,0.009433962264150943,Indian
Candidatus_Azobacteroides_pseudotrichonymphae,0.009433962264150943,Indian
Candidatus_Carsonella_ruddii,0.1320754716981132,Indian
Candidatus_Gracilibacteria_bacterium_HOT-871,0.009433962264150943,Indian
Candidatus_Izimaplasma_sp_HR1,0.04716981132075472,Indian
Candidatus_Kinetoplastibacterium_sorsogonicusi,0.009433962264150943,Indian
Candidatus_Liberibacter_solanacearum,0.018867924528301886,Indian
Candidatus_Methylopumilus_turicensis,0.009433962264150943,Indian
Candidatus_Midichloria_mitochondrii,0.009433962264150943,Indian
Candidatus_Nasuia_deltocephalinicola,0.009433962264150943,Indian
Candidatus_Nitrosoglobus_terrae,0.018867924528301886,Indian
Candidatus_Paracaedibacter_acanthamoebae,0.009433962264150943,Indian
Candidatus_Pelagibacter_sp_RS40,0.009433962264150943,Indian
Candidatus_Phytoplasma_mali,0.10377358490566038,Indian
Candidatus_Portiera_aleyrodidarum,0.009433962264150943,Indian
Candidatus_Saccharibacteria_bacterium_YM_S32_TM7_50_20,0.009433962264150943,Indian
Candidatus_Saccharibacteria_oral_taxon_TM7x,0.5660377358490566,Indian
Candidatus_Sulcia_muelleri,0.02830188679245283,Indian
Candidatus_Uzinura_diaspidicola,0.009433962264150943,Indian
Candidatus_Walczuchella_monophlebidarum,0.018867924528301886,Indian
Capnocytophaga_leadbetteri,0.018867924528301886,Indian
Capnocytophaga_stomatis,0.02830188679245283,Indian
Cardiobacterium_valvarum,0.009433962264150943,Indian
Castellaniella_defragrans,0.009433962264150943,Indian
Catabacter_hongkongensis,0.44339622641509435,Indian
Catellicoccus_marimammalium,0.009433962264150943,Indian
Catenibacterium_mitsuokai,0.8113207547169812,Indian
Catonella_morbi,0.3867924528301887,Indian
Cedecea_lapagei,0.018867924528301886,Indian
Cedecea_neteri,0.009433962264150943,Indian
Cellulomonas_carbonis,0.9056603773584906,Indian
Cellulosilyticum_ruminicola,0.018867924528301886,Indian
Cellulosilyticum_sp_WCF-2,0.02830188679245283,Indian
Cellulosimicrobium_sp_TH-20,0.009433962264150943,Indian
Cetobacterium_somerae,0.018867924528301886,Indian
Chelonobacter_oris,0.02830188679245283,Indian
Chloroflexus_islandicus,0.009433962264150943,Indian
Chondrocystis_sp_NIES-4102,0.009433962264150943,Indian
Christensenella_massiliensis,0.660377358490566,Indian
Christensenella_minuta,0.8113207547169812,Indian
Christensenella_sp_Marseille-P3954,0.5754716981132075,Indian
Christensenella_timonensis,0.32075471698113206,Indian
Chryseobacterium_bovis,0.009433962264150943,Indian
Chryseobacterium_gallinarum,0.009433962264150943,Indian
Chryseobacterium_taklimakanense,0.018867924528301886,Indian
Citrobacter_amalonaticus,0.07547169811320754,Indian
Citrobacter_braakii,0.14150943396226415,Indian
Citrobacter_farmeri,0.11320754716981132,Indian
Citrobacter_freundii,0.3113207547169811,Indian
Citrobacter_freundii_complex_sp_CFNIH2,0.09433962264150944,Indian
Citrobacter_freundii_complex_sp_CFNIH3,0.32075471698113206,Indian
Citrobacter_freundii_complex_sp_CFNIH4,0.25471698113207547,Indian
Citrobacter_freundii_complex_sp_CFNIH9,0.14150943396226415,Indian
Citrobacter_koseri,0.07547169811320754,Indian
Citrobacter_pasteurii,0.10377358490566038,Indian
Citrobacter_portucalensis,0.2641509433962264,Indian
Citrobacter_rodentium,0.04716981132075472,Indian
Citrobacter_sp_86,0.03773584905660377,Indian
Citrobacter_sp_92,0.04716981132075472,Indian
Citrobacter_sp_CFNIH10,0.16981132075471697,Indian
Citrobacter_sp_CRE-46,0.2169811320754717,Indian
Citrobacter_sp_FDAARGOS_156,0.09433962264150944,Indian
Citrobacter_werkmanii,0.1320754716981132,Indian
Citrobacter_youngae,0.12264150943396226,Indian
Cloacibacillus_evryensis,0.04716981132075472,Indian
Cloacibacillus_porcorum,0.04716981132075472,Indian
Clostridiales_bacterium,0.36792452830188677,Indian
Clostridiales_bacterium_CCNA10,1.0,Indian
Clostridioides_difficile,0.5,Indian
Clostridium_aerotolerans,0.009433962264150943,Indian
Clostridium_algidicarnis,0.009433962264150943,Indian
Clostridium_aminophilum,0.3584905660377358,Indian
Clostridium_asparagiforme,0.9528301886792453,Indian
Clostridium_baratii,0.0660377358490566,Indian
Clostridium_beijerinckii,0.009433962264150943,Indian
Clostridium_bolteae,0.9716981132075472,Indian
Clostridium_bornimense,0.05660377358490566,Indian
Clostridium_botulinum,0.018867924528301886,Indian
Clostridium_butyricum,0.10377358490566038,Indian
Clostridium_cadaveris,0.02830188679245283,Indian
Clostridium_celatum,0.33962264150943394,Indian
Clostridium_cellulosi,0.09433962264150944,Indian
Clostridium_chauvoei,0.08490566037735849,Indian
Clostridium_chromiireducens,0.009433962264150943,Indian
Clostridium_citroniae,0.8301886792452831,Indian
Clostridium_cochlearium,0.009433962264150943,Indian
Clostridium_cocleatum,0.04716981132075472,Indian
Clostridium_collagenovorans,0.009433962264150943,Indian
Clostridium_dakarense,0.1792452830188679,Indian
Clostridium_disporicum,0.2830188679245283,Indian
Clostridium_fallax,0.04716981132075472,Indian
Clostridium_fimetarium,0.009433962264150943,Indian
Clostridium_gasigenes,0.03773584905660377,Indian
Clostridium_glycyrrhizinilyticum,1.0,Indian
Clostridium_hylemonae,0.009433962264150943,Indian
Clostridium_innocuum,0.839622641509434,Indian
Clostridium_intestinale,0.009433962264150943,Indian
Clostridium_isatidis,0.07547169811320754,Indian
Clostridium_leptum,0.8301886792452831,Indian
Clostridium_lundense,0.05660377358490566,Indian
Clostridium_merdae,0.11320754716981132,Indian
Clostridium_methylpentosum,0.6037735849056604,Indian
Clostridium_neonatale,0.0660377358490566,Indian
Clostridium_novyi,0.018867924528301886,Indian
Clostridium_paraputrificum,0.11320754716981132,Indian
Clostridium_perfringens,0.02830188679245283,Indian
Clostridium_phoceensis,0.9245283018867925,Indian
Clostridium_polysaccharolyticum,0.05660377358490566,Indian
Clostridium_populeti,0.009433962264150943,Indian
Clostridium_puniceum,0.009433962264150943,Indian
Clostridium_saccharobutylicum,0.02830188679245283,Indian
Clostridium_saccharogumia,0.46226415094339623,Indian
Clostridium_saccharolyticum,0.8962264150943396,Indian
Clostridium_saccharoperbutylacetonicum,0.009433962264150943,Indian
Clostridium_sartagoforme,0.08490566037735849,Indian
Clostridium_scindens,0.8584905660377359,Indian
Clostridium_septicum,0.11320754716981132,Indian
Clostridium_sp_DL-VIII,0.009433962264150943,Indian
Clostridium_sp_MF28,0.009433962264150943,Indian
Clostridium_sp_SY8519,0.5094339622641509,Indian
Clostridium_spiroforme,0.10377358490566038,Indian
Clostridium_sporogenes,0.9716981132075472,Indian
Clostridium_sporosphaeroides,0.24528301886792453,Indian
Clostridium_symbiosum,0.9905660377358491,Indian
Clostridium_taeniosporum,0.0660377358490566,Indian
Clostridium_thermobutyricum,0.04716981132075472,Indian
Clostridium_uliginosum,0.018867924528301886,Indian
Clostridium_ventriculi,0.02830188679245283,Indian
Clostridium_viride,0.330188679245283,Indian
Colibacter_massiliensis,0.03773584905660377,Indian
Collinsella_aerofaciens,0.9905660377358491,Indian
Collinsella_bouchesdurhonensis,0.5,Indian
Collinsella_ihuae,0.2358490566037736,Indian
Collinsella_intestinalis,0.19811320754716982,Indian
Collinsella_massiliensis,0.20754716981132076,Indian
Collinsella_phocaeensis,0.3018867924528302,Indian
Collinsella_stercoris,0.3113207547169811,Indian
Collinsella_tanakaei,0.18867924528301888,Indian
Comamonas_aquatica,0.018867924528301886,Indian
Comamonas_kerstersii,0.4056603773584906,Indian
Comamonas_testosteroni,0.018867924528301886,Indian
Comamonas_thiooxydans,0.009433962264150943,Indian
Coprobacter_fastidiosus,0.6415094339622641,Indian
Coprobacter_secundus,0.9433962264150944,Indian
Coprococcus_comes,1.0,Indian
Coprococcus_eutactus,0.9905660377358491,Indian
Coriobacteriaceae_bacterium_68-1-3,0.2358490566037736,Indian
Corynebacterium_accolens,0.009433962264150943,Indian
Corynebacterium_argentoratense,0.02830188679245283,Indian
Corynebacterium_aurimucosum,0.018867924528301886,Indian
Corynebacterium_durum,0.11320754716981132,Indian
Corynebacterium_jeikeium,0.018867924528301886,Indian
Corynebacterium_matruchotii,0.018867924528301886,Indian
Corynebacterium_minutissimum,0.018867924528301886,Indian
Corynebacterium_resistens,0.009433962264150943,Indian
Corynebacterium_simulans,0.009433962264150943,Indian
Corynebacterium_singulare,0.009433962264150943,Indian
Corynebacterium_sp_ATCC_6931,0.009433962264150943,Indian
Cronobacter_condimenti,0.018867924528301886,Indian
Cronobacter_dublinensis,0.03773584905660377,Indian
Cronobacter_malonaticus,0.1320754716981132,Indian
Cronobacter_muytjensii,0.03773584905660377,Indian
Cronobacter_sakazakii,0.2641509433962264,Indian
Cronobacter_turicensis,0.009433962264150943,Indian
Cronobacter_universalis,0.04716981132075472,Indian
Cruoricaptor_ignavus,0.009433962264150943,Indian
Cryptobacterium_curtum,0.03773584905660377,Indian
Culturomica_massiliensis,0.9905660377358491,Indian
Cupriavidus_gilardii,0.009433962264150943,Indian
Cupriavidus_sp_USMAA2-4,0.009433962264150943,Indian
Cutibacterium_acnes,0.04716981132075472,Indian
Dakarella_massiliensis,0.3584905660377358,Indian
Dehalobacterium_formicoaceticum,0.009433962264150943,Indian
Dehalococcoides_mccartyi,0.018867924528301886,Indian
Delftia_acidovorans,0.009433962264150943,Indian
Delftia_sp_Cs1-4,0.009433962264150943,Indian
Delftia_sp_HK171,0.009433962264150943,Indian
Delftia_tsuruhatensis,0.009433962264150943,Indian
Denitrobacterium_detoxificans,0.05660377358490566,Indian
Desnuesiella_massiliensis,0.009433962264150943,Indian
Desulfobacter_postgatei,0.018867924528301886,Indian
Desulfobulbus_oralis,0.009433962264150943,Indian
Desulfohalotomaculum_alkaliphilum,0.009433962264150943,Indian
Desulfovibrio_desulfuricans,0.0660377358490566,Indian
Desulfovibrio_fairfieldensis,0.25471698113207547,Indian
Desulfovibrio_legallii,0.02830188679245283,Indian
Desulfovibrio_piger,0.2358490566037736,Indian
Desulfovibrio_sp_G11,0.009433962264150943,Indian
Dethiosulfovibrio_peptidovorans,0.009433962264150943,Indian
Dialister_invisus,0.5377358490566038,Indian
Dialister_micraerophilus,0.3018867924528302,Indian
Dialister_pneumosintes,0.10377358490566038,Indian
Dialister_sp_Marseille-P5638,0.9056603773584906,Indian
Dialister_succinatiphilus,0.8679245283018868,Indian
Dickeya_dadantii,0.009433962264150943,Indian
Dickeya_paradisiaca,0.009433962264150943,Indian
Dickeya_sp_CSL_RW240,0.018867924528301886,Indian
Dickeya_sp_DW_0440,0.018867924528301886,Indian
Dickeya_sp_MK7,0.02830188679245283,Indian
Dickeya_zeae,0.02830188679245283,Indian
Dielma_fastidiosa,0.20754716981132076,Indian
Dietzia_maris,0.009433962264150943,Indian
Dorea_formicigenerans,1.0,Indian
Dorea_longicatena,0.9905660377358491,Indian
Dubosiella_newyorkensis,0.009433962264150943,Indian
Duodenibacillus_massiliensis,0.5849056603773585,Indian
Dysgonomonas_macrotermitis,0.018867924528301886,Indian
Edwardsiella_tarda,0.018867924528301886,Indian
Eggerthella_lenta,0.5283018867924528,Indian
Eggerthella_sp_YY7918,0.09433962264150944,Indian
Eggerthia_catenaformis,0.03773584905660377,Indian
Ehrlichia_sp_HF,0.009433962264150943,Indian
Eisenbergiella_tayi,0.5660377358490566,Indian
Elusimicrobium_minutum,0.11320754716981132,Indian
Emergencia_timonensis,0.9339622641509434,Indian
Enorma_massiliensis,0.1792452830188679,Indian
Enterobacter_asburiae,0.330188679245283,Indian
Enterobacter_bugandensis,0.4056603773584906,Indian
Enterobacter_cancerogenus,0.10377358490566038,Indian
Enterobacter_cloacae,0.6698113207547169,Indian
Enterobacter_cloacae_complex_sp,0.3584905660377358,Indian
Enterobacter_cloacae_complex_sp_ECNIH7,0.36792452830188677,Indian
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0132,0.05660377358490566,Indian
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0164,0.07547169811320754,Indian
Enterobacter_hormaechei,0.5283018867924528,Indian
Enterobacter_kobei,0.04716981132075472,Indian
Enterobacter_lignolyticus,0.07547169811320754,Indian
Enterobacter_ludwigii,0.14150943396226415,Indian
Enterobacter_roggenkampii,0.7169811320754716,Indian
Enterobacter_sp_638,0.009433962264150943,Indian
Enterobacter_sp_CRENT-193,0.4528301886792453,Indian
Enterobacter_sp_Crenshaw,0.19811320754716982,Indian
Enterobacter_sp_E20,0.27358490566037735,Indian
Enterobacter_sp_FY-07,0.018867924528301886,Indian
Enterobacter_sp_HK169,0.2169811320754717,Indian
Enterobacter_sp_ODB01,0.330188679245283,Indian
Enterobacter_sp_R4-368,0.018867924528301886,Indian
Enterobacter_sp_SA187,0.04716981132075472,Indian
Enterobacteriaceae_bacterium_ENNIH1,0.04716981132075472,Indian
Enterobacteriaceae_bacterium_ENNIH2,0.07547169811320754,Indian
Enterobacteriaceae_bacterium_ENNIH3,0.04716981132075472,Indian
Enterobacteriaceae_bacterium_S05,0.6320754716981132,Indian
Enterobacteriaceae_bacterium_strain_FGI_57,0.11320754716981132,Indian
Enterococcus_asini,0.03773584905660377,Indian
Enterococcus_casseliflavus,0.03773584905660377,Indian
Enterococcus_cecorum,0.09433962264150944,Indian
Enterococcus_columbae,0.09433962264150944,Indian
Enterococcus_devriesei,0.009433962264150943,Indian
Enterococcus_faecalis,0.02830188679245283,Indian
Enterococcus_faecium,0.22641509433962265,Indian
Enterococcus_gilvus,0.2641509433962264,Indian
Enterococcus_hermanniensis,0.009433962264150943,Indian
Enterococcus_hirae,0.018867924528301886,Indian
Enterococcus_malodoratus,0.018867924528301886,Indian
Enterococcus_pseudoavium,0.009433962264150943,Indian
Enterococcus_sp_FDAARGOS_375,0.018867924528301886,Indian
Enterococcus_sp_FDAARGOS_553,0.05660377358490566,Indian
Enterorhabdus_caecimuris,0.09433962264150944,Indian
Enterorhabdus_mucosicola,0.07547169811320754,Indian
Entomoplasma_freundtii,0.009433962264150943,Indian
Entomoplasma_lucivorax,0.009433962264150943,Indian
Entomoplasma_melaleucae,0.018867924528301886,Indian
Eremococcus_coleocola,0.018867924528301886,Indian
Erwinia_teleogrylli,0.05660377358490566,Indian
Erwinia_toletana,0.009433962264150943,Indian
Erwinia_tracheiphila,0.018867924528301886,Indian
Erysipelatoclostridium_ramosum,0.330188679245283,Indian
Erysipelothrix_sp_15TAL0474,0.009433962264150943,Indian
Erysipelotrichaceae_bacterium_GAM147,0.6509433962264151,Indian
Erysipelotrichaceae_bacterium_I46,0.25471698113207547,Indian
Escherichia_albertii,0.16037735849056603,Indian
Escherichia_coli,0.9811320754716981,Indian
Escherichia_fergusonii,0.25471698113207547,Indian
Escherichia_marmotae,0.07547169811320754,Indian
Ethanoligenens_harbinense,0.1792452830188679,Indian
Eubacterium_brachy,0.1320754716981132,Indian
Eubacterium_callanderi,0.22641509433962265,Indian
Eubacterium_cellulosolvens,0.25471698113207547,Indian
Eubacterium_coprostanoligenes,0.9150943396226415,Indian
Eubacterium_eligens,0.9905660377358491,Indian
Eubacterium_limosum,0.05660377358490566,Indian
Eubacterium_minutum,0.10377358490566038,Indian
Eubacterium_nodatum,0.1509433962264151,Indian
Eubacterium_oxidoreducens,0.4056603773584906,Indian
Eubacterium_plexicaudatum,0.7735849056603774,Indian
Eubacterium_pyruvativorans,0.2358490566037736,Indian
Eubacterium_ramulus,1.0,Indian
Eubacterium_rectale,1.0,Indian
Eubacterium_ruminantium,0.16037735849056603,Indian
Eubacterium_saphenum,0.02830188679245283,Indian
Eubacterium_siraeum,0.8301886792452831,Indian
Eubacterium_sulci,0.25471698113207547,Indian
Eubacterium_uniforme,0.3018867924528302,Indian
Eubacterium_ventriosum,0.9622641509433962,Indian
Eubacterium_xylanophilum,0.16981132075471697,Indian
Exiguobacterium_sp_AT1b,0.009433962264150943,Indian
Ezakiella_massiliensis,0.02830188679245283,Indian
Facklamia_languida,0.07547169811320754,Indian
Faecalibacterium_prausnitzii,1.0,Indian
Faecalibaculum_rodentium,0.5377358490566038,Indian
Faecalicatena_contorta,0.9245283018867925,Indian
Faecalicatena_fissicatena,0.009433962264150943,Indian
Faecalicoccus_pleomorphus,0.5094339622641509,Indian
Faecalitalea_cylindroides,0.9811320754716981,Indian
Fastidiosipila_sanguinis,0.11320754716981132,Indian
Fenollaria_massiliensis,0.1792452830188679,Indian
